timestep,week,duration_h,demand_MW_s0,demand_MW_s1,demand_MW_s2,demand_MW_s3,demand_MW_s4,demand_MW_s5,demand_MW_s6,demand_MW_s7,demand_MW_s8,demand_MW_s9
1316,188,24.0,54691.13,53283.09,53237.93,53107.33,50738.41,59395.98,58439.89,53495.44,55438.24,53883.26
1317,188,24.0,48774.39,49852.29,50578.82,49796.34,46431.23,59592.53,53974.79,52271.69,51372.96,52666.31
1318,188,24.0,55068.18,52766.64,54844.46,56498.75,52852.32,63729.41,57887.00,58652.41,57633.84,57559.12
1319,188,24.0,55102.35,53432.21,55058.63,54215.32,52226.64,65354.41,58752.08,62243.21,57822.84,55732.11
1320,188,24.0,55204.07,52712.95,55050.25,54520.68,51436.87,63591.92,58310.50,61499.65,58348.10,58826.37
1321,188,24.0,56824.38,53259.09,54086.60,56156.02,51978.90,61905.38,59675.54,62310.87,59050.78,58722.42
1322,188,24.0,57300.92,51754.73,55878.40,55906.02,53430.56,63349.91,59413.56,60553.33,58275.77,58855.98
1323,189,24.0,53602.93,51314.22,54567.33,53785.17,46829.32,62559.28,55637.15,59404.55,55932.16,53543.66
1324,189,24.0,50487.07,47938.41,52063.48,51414.00,43842.80,61523.06,52375.62,57326.56,52578.91,51911.90
1325,189,24.0,58331.86,50761.06,58173.49,59718.44,50930.22,62279.03,54674.30,59956.24,57394.97,59232.47
1326,189,24.0,59236.57,50966.47,57294.74,60624.45,50935.75,59303.54,56158.63,60293.00,57164.96,60952.08
1327,189,24.0,57521.64,49798.72,56622.02,60436.47,51718.86,62175.70,53922.61,61317.85,57422.52,58371.44
1328,189,24.0,57662.12,48866.43,59729.40,61747.22,52673.85,60362.27,51877.19,59751.19,56849.19,59422.23
1329,189,24.0,47476.83,42956.65,55838.07,49757.32,46345.70,48614.60,49104.87,51716.20,55177.49,50282.90
1330,190,24.0,47322.67,44863.16,58221.41,47303.90,50786.99,49265.81,48085.64,54391.76,55707.00,50046.99
1331,190,24.0,47568.99,44334.82,55793.51,47584.54,49043.81,48735.27,49687.04,51120.66,54817.84,49040.59
1332,190,24.0,55540.51,50601.71,61280.65,56338.80,53095.91,56684.94,55896.56,55006.52,57840.32,54937.31
1333,190,24.0,55829.86,51683.31,62387.66,57698.42,54186.15,57490.83,57539.94,54984.00,57327.71,54911.32
1334,190,24.0,56626.17,51339.47,62489.69,57298.56,54152.52,57011.46,58461.20,56849.80,57054.61,54933.31
1335,190,24.0,56273.75,51017.74,61727.63,55870.81,53464.38,56316.31,59369.54,55202.70,56344.18,55490.17
1336,190,24.0,49890.48,46642.17,57642.64,52986.41,47897.93,50360.40,55409.10,47818.55,53420.58,50164.59
1337,191,24.0,47738.29,44265.61,55605.58,50291.99,48026.53,48809.53,56657.62,47416.56,52844.15,48932.69
1338,191,24.0,46275.24,44683.54,56884.50,50067.05,47445.73,48269.64,53439.23,45628.72,51532.34,47702.80
1339,191,24.0,54185.85,49781.00,58750.06,58428.82,52782.50,55907.45,56251.91,55692.65,53588.34,54607.11
1340,191,24.0,54857.95,51308.22,60463.74,57787.61,54954.28,55710.61,56333.30,55648.41,55033.80,57053.26
1341,191,24.0,54445.96,51899.63,60491.31,59207.08,54937.62,56407.28,56341.29,55464.98,55621.45,57943.89
1342,191,24.0,55117.00,51907.00,58304.10,58774.26,52898.53,54792.46,55623.18,54285.69,53510.83,58269.10
1343,191,24.0,56728.95,51909.66,58704.16,57206.94,51501.17,54245.52,55355.86,53402.92,53782.82,57067.35
1344,192,24.0,50832.80,41713.22,52276.70,50211.81,47029.15,48512.93,53022.01,48018.60,51682.62,52143.78
1345,192,24.0,48638.56,40219.06,49241.84,46944.29,46913.74,46631.16,53081.59,46136.35,48829.09,48961.50
1346,192,24.0,56914.78,42810.46,57322.29,53008.16,52277.09,54055.80,56724.86,54135.89,56202.82,56282.65
1347,192,24.0,55269.28,44318.90,54752.76,53221.55,52099.02,54604.61,56550.45,54653.30,55577.38,57279.55
1348,192,24.0,56957.46,44000.55,56516.49,54145.98,52052.77,54074.17,54279.39,54000.47,53444.89,57898.64
1349,192,24.0,49605.99,39305.74,49215.14,49396.41,47132.05,47159.44,47751.16,47611.80,47605.65,50028.02
1350,192,24.0,50964.14,39656.69,51221.32,49347.06,48295.33,49799.10,48311.19,49900.36,49161.56,51855.55
1351,193,24.0,51075.67,39164.97,50926.70,49853.82,48156.68,50904.18,48189.65,48896.94,49651.38,51174.60
1352,193,24.0,48162.85,39119.91,48700.65,46728.86,45993.24,48276.80,46212.81,45449.73,47458.37,49004.56
1353,193,24.0,56397.58,45191.95,57278.43,51864.44,51232.18,55396.94,55259.93,52768.35,56699.09,56418.57
1354,193,24.0,57711.53,46090.84,58125.10,52147.22,50325.73,56087.33,55679.63,54713.45,58571.66,57272.83
1355,193,24.0,57877.25,45886.31,57728.35,52376.81,52373.49,56196.14,56076.87,55029.90,57805.07,56345.57
1356,193,24.0,57338.98,46728.06,57127.75,52742.46,51784.44,55809.64,56667.36,55932.43,57311.26,55876.15
1357,193,24.0,56781.06,46936.27,57873.80,52425.65,49862.33,55549.04,57250.58,54923.89,56583.75,56023.40
1358,194,24.0,52375.63,41278.12,52641.67,49250.48,47982.62,49573.16,50781.85,50865.95,49934.13,52076.06
1359,194,24.0,49310.96,40077.21,47510.77,45572.06,45069.12,47498.56,48082.04,47380.91,45591.08,49132.68
1360,194,24.0,57919.23,48217.71,59418.72,53254.45,49667.18,54192.35,55137.24,56223.23,52303.23,58712.43
1361,194,24.0,58463.04,50313.73,58719.13,54162.93,49287.72,55269.48,55909.54,56605.24,52412.54,59934.31
1362,194,24.0,59343.33,50314.97,57446.96,52124.62,49421.66,55840.88,54921.21,57209.78,52108.42,57268.15
1363,194,24.0,58609.06,49607.35,56726.37,51920.85,49630.28,55880.03,54660.81,55257.87,52346.34,58199.29
1364,194,24.0,57083.16,49002.89,57854.14,51898.67,48852.81,55886.09,57356.58,54509.95,51348.83,57340.46
1365,195,24.0,54159.80,44369.44,52497.38,48802.00,46211.94,52248.07,51529.76,51752.84,47308.13,51955.41
1366,195,24.0,51417.22,43012.22,50583.87,46590.66,42948.74,48882.36,49540.47,48405.17,44177.32,49613.17
1367,195,24.0,56736.93,48561.68,55797.00,52789.31,48300.53,53585.52,55912.83,53652.12,49761.92,55579.97
1368,195,24.0,57918.69,50311.22,57744.80,53845.56,50190.07,54435.53,54763.44,55626.93,49268.48,57572.77
1369,195,24.0,57403.60,50019.26,59016.66,53967.41,51580.02,52819.60,54583.76,55346.23,49298.07,58001.45
1370,195,24.0,58216.30,50021.81,57183.05,53462.19,50796.57,53545.15,56331.35,55243.26,50191.44,56540.08
1371,195,24.0,57306.26,50255.34,56296.60,52107.63,50247.43,53652.51,55677.12,55841.09,51326.29,55959.01
1372,196,24.0,54381.00,46001.65,48443.30,49417.77,48538.82,51483.26,52556.67,52768.86,48646.38,48273.99
1373,196,24.0,51158.05,45621.08,44396.98,45611.08,45082.95,48117.66,49244.71,50095.62,46183.22,44276.20
1374,196,24.0,55598.36,48898.48,50565.90,51274.44,48648.81,54540.92,55545.31,53555.04,52259.19,49746.57
1375,196,24.0,56476.63,49708.43,53331.45,51015.60,50439.36,55348.05,57485.06,53827.04,52737.46,52399.88
1376,196,24.0,56572.48,49747.92,52688.81,51203.93,49985.16,55151.65,56425.37,54067.61,52890.69,55048.25
1377,196,24.0,56922.02,49442.06,54016.02,52070.76,51102.28,54616.08,56009.64,54000.49,52732.13,56124.85
1378,196,24.0,56608.41,49548.37,53231.61,50764.66,50433.02,54684.70,55499.26,53764.81,53349.64,52999.15
1379,197,24.0,55241.29,43809.24,51106.60,47839.20,48018.18,52445.47,51385.55,52374.72,52824.07,49409.04
1380,197,24.0,51898.12,43202.48,47912.89,44165.98,45947.97,49117.62,48246.73,49519.79,49703.91,46972.73
1381,197,24.0,58711.62,48618.70,55136.48,49279.13,49610.52,53841.54,55750.29,54616.70,54838.97,51566.87
1382,197,24.0,59123.68,50803.30,54627.03,52890.79,50889.05,54911.09,56197.21,54543.75,54217.66,53932.39
1383,197,24.0,57834.08,51687.27,54375.06,51988.11,50636.07,54946.19,56335.33,54458.32,53980.90,54407.72
1384,197,24.0,56956.35,52349.28,55596.51,51704.69,50334.55,55356.03,55753.91,53462.67,55087.80,55224.45
1385,197,24.0,57490.26,51519.28,56133.18,51431.77,51003.03,55215.50,56582.08,54369.55,53508.98,52327.49
1386,198,24.0,54571.49,49248.36,51689.11,50512.48,49262.95,51107.76,50661.84,51343.82,49301.98,50225.10
1387,198,24.0,51773.26,44488.56,48668.17,47175.37,46976.78,48869.92,48704.74,50240.69,46671.48,48067.47
1388,198,24.0,58976.91,50548.96,55663.57,53495.89,51108.32,53067.66,55388.72,54754.23,55157.83,55691.69
1389,198,24.0,60258.41,51877.03,56696.85,53591.48,52048.67,54082.53,56069.43,53136.65,54920.24,57175.11
1390,198,24.0,56347.30,53185.60,57404.28,53625.62,53985.64,54657.12,53836.62,54502.73,54426.87,54809.72
1391,198,24.0,55864.00,52808.29,55858.67,53683.36,53404.16,55924.58,53987.27,56052.69,52888.29,54168.56
1392,198,24.0,56056.28,51993.24,55659.82,52434.93,53119.60,55404.02,55551.30,55973.03,55577.18,55623.02
1393,199,24.0,50503.75,50088.38,51423.51,49320.62,50473.46,53710.49,52421.60,53658.41,50610.40,50637.75
1394,199,24.0,47051.94,48062.29,48944.25,48649.17,47676.16,50453.08,49145.21,50959.70,48548.22,46556.65
1395,199,24.0,54331.93,52432.95,54499.83,54923.44,51723.19,55429.66,56417.19,56566.93,53689.16,52637.28
1396,199,24.0,56459.05,53338.80,56033.08,54228.66,52224.93,55604.84,55339.71,56893.46,54707.24,55832.26
1397,199,24.0,56324.28,55561.10,56026.24,54747.57,51769.42,56109.72,56274.89,56363.27,54344.39,55506.60
1398,199,24.0,56204.29,54301.99,55364.45,54456.29,52381.22,54282.65,58112.84,56360.39,55192.86,53895.37
1399,199,24.0,55878.67,53554.36,57843.93,54363.02,53286.98,54444.37,56210.38,56424.54,53857.85,55957.31
1400,200,24.0,50947.97,51369.87,51809.04,49569.53,51918.91,53080.40,50195.00,54266.12,51712.77,51283.51
1401,200,24.0,48345.33,49606.55,49809.22,48306.79,48593.33,51033.21,48620.39,50487.05,49388.13,49513.62
1402,200,24.0,49110.60,51007.69,51444.22,50653.73,47213.87,50134.16,49991.69,51474.88,49798.99,51831.96
1403,200,24.0,48293.62,49536.14,50195.72,49769.38,47646.22,50400.47,49490.37,50647.55,49125.23,50496.56
1404,200,24.0,56440.17,55641.54,56922.91,55022.36,51369.19,56230.73,55738.72,56003.90,54444.74,57278.10
1405,200,24.0,57092.71,55901.70,58533.72,55755.28,52369.52,56174.68,55705.88,56385.57,55318.53,59515.17
1406,200,24.0,56274.92,54820.69,57978.60,56176.80,53107.77,54559.54,55650.42,56807.60,57043.98,58089.35
1407,201,24.0,50014.61,53205.36,53233.31,53387.17,52064.32,53658.44,52949.44,55837.69,54285.49,54161.71
1408,201,24.0,47611.65,50529.63,50585.39,50508.85,48651.29,50826.77,50543.59,52475.80,51174.68,52297.50
1409,201,24.0,55289.22,55415.10,56730.58,55668.12,52283.85,56419.00,54848.53,56814.42,55957.74,58666.86
1410,201,24.0,57134.26,56128.32,57326.52,56475.14,52555.23,56440.28,55650.14,56663.76,57358.63,58470.12
1411,201,24.0,58737.75,56125.18,57579.91,55491.94,52719.03,56287.40,56673.11,57010.01,56369.66,59493.05
1412,201,24.0,57072.39,55979.37,57802.39,55780.88,52796.44,56195.11,56434.42,57443.52,55369.75,58161.65
1413,201,24.0,56816.89,56103.59,56592.03,56653.98,53647.22,56318.65,56536.69,56997.35,54851.75,57884.90
1414,202,24.0,50449.71,52549.81,52225.06,52496.96,52044.90,54225.74,52571.81,54550.99,52443.29,52811.73
1415,202,24.0,48531.71,49354.60,49199.89,49818.60,49768.14,51999.03,49150.36,51148.05,48666.03,52043.53
1416,202,24.0,57214.63,54423.97,56202.36,54830.79,54879.71,56519.18,56352.83,56657.84,54365.04,57176.28
1417,202,24.0,58368.75,53559.51,56117.15,54479.98,56626.82,56357.92,55477.98,55617.18,53871.86,57279.88
1418,202,24.0,56698.44,54119.31,56905.53,54658.02,55360.46,55943.51,53421.12,55028.22,53996.25,56260.31
1419,202,24.0,56038.69,53755.70,57631.57,55406.16,54018.21,55632.69,54322.82,57333.79,54592.85,56270.26
1420,202,24.0,54884.20,53219.20,56770.71,53237.45,53278.27,54541.93,56282.34,56911.95,54754.88,55192.90
1421,203,24.0,49271.89,47378.10,50871.80,48981.56,46299.84,50956.55,49553.65,54018.98,48912.99,51019.62
1422,203,24.0,45675.32,44651.70,47473.47,45352.04,43599.11,46838.49,45943.17,50828.00,45491.20,46898.14
1423,203,24.0,53189.70,50103.78,52405.20,48959.14,48793.03,52827.48,52235.32,53927.85,50161.23,52266.47
1424,203,24.0,53110.87,50242.96,52201.29,48535.93,47127.56,52197.54,53223.63,53756.73,51306.04,53710.99
1425,203,24.0,52915.64,50576.16,51799.01,49556.21,49026.47,52649.31,52418.82,53053.92,49705.79,53250.83
1426,203,24.0,53290.03,49540.56,52004.87,50260.46,49767.43,51881.62,52385.77,53211.27,50665.31,51918.05
1427,203,24.0,53146.92,48691.92,52908.92,48808.10,49260.36,51321.68,51704.52,53177.03,49809.98,51731.05
1428,204,24.0,47665.75,47111.27,48616.05,46343.86,45658.02,46806.75,46232.20,51842.15,46791.51,46707.17
1429,204,24.0,44303.43,43779.91,46107.38,42887.22,43102.89,44198.50,43674.60,48386.90,43312.06,44527.37
1430,204,24.0,50157.40,47526.73,52222.49,47472.46,48814.37,51532.51,51013.59,53202.10,48372.00,51148.41
1431,204,24.0,52310.91,47779.87,53834.53,49076.55,47786.26,51130.68,50533.93,53875.25,49492.72,50667.07
1432,204,24.0,53162.69,48333.09,53390.07,49033.83,47004.48,50361.33,50697.22,54958.75,48909.64,50758.68
1433,204,24.0,52743.06,49803.87,53227.18,50120.65,46996.36,50811.60,51169.95,54909.72,49121.22,49404.33
1434,204,24.0,51814.40,47867.09,53072.09,47758.46,45460.83,48725.97,50836.66,54279.08,48640.09,50855.72
1435,205,24.0,42681.49,43024.18,47257.19,42178.78,43454.19,42625.80,45118.64,47395.02,44339.27,45910.66
1436,205,24.0,45312.23,43229.06,47143.08,42490.09,43417.58,43156.95,46082.13,47661.34,44351.71,45908.76
1437,205,24.0,49867.76,49477.39,54313.08,46230.57,47056.08,48132.02,53147.72,53473.65,49831.54,52257.09
1438,205,24.0,51952.76,50312.48,55524.48,47404.72,48275.93,49118.38,53752.82,55470.64,52026.87,53072.61
1439,205,24.0,51140.64,49223.85,56460.41,48585.49,46628.45,51105.37,50895.66,55913.87,51730.47,52301.91
1440,205,24.0,50047.15,48775.17,53756.38,48965.37,47183.41,51121.30,52638.40,54204.86,51411.80,52015.04
1441,205,24.0,52120.27,50432.71,55419.02,49533.53,48492.72,51954.83,50949.38,55669.50,51786.49,52953.37
1442,206,24.0,53031.90,46851.05,52182.94,47661.40,50138.71,48669.43,50124.03,54118.73,48770.36,50198.40
1443,206,24.0,51203.91,45531.44,50203.82,46073.32,47053.59,47878.20,47399.83,52021.68,47421.73,48443.41
1444,206,24.0,54175.65,51287.74,56889.96,50644.96,47787.15,53352.53,53421.06,55729.01,53662.78,54787.03
1445,206,24.0,54899.89,50493.11,56646.99,51280.26,47760.07,53975.12,53870.80,56534.07,53749.26,55353.83
1446,206,24.0,54825.81,50905.74,58273.31,53304.51,49106.32,53866.53,52005.94,55259.38,54455.66,54311.65
1447,206,24.0,53790.75,51110.97,58190.74,52763.77,49590.12,55463.56,51582.87,54465.28,55735.23,56937.87
1448,206,24.0,55246.70,50862.99,58752.42,50322.63,51617.78,53251.40,52223.13,55438.52,56225.91,55265.29
1449,207,24.0,53446.29,49051.94,54256.59,49721.57,49134.34,49875.28,49483.59,53421.62,54214.48,52621.47
1450,207,24.0,50690.54,47084.84,51123.28,46345.96,46693.00,46721.66,48167.31,50611.18,50951.06,50585.46
1451,207,24.0,54164.88,53017.69,57409.91,52935.46,52509.78,54795.17,56146.83,59577.58,57188.32,57752.90
1452,207,24.0,56459.35,53260.03,59598.89,59049.30,57112.27,55595.14,59221.57,60053.62,57484.79,59635.39
1453,207,24.0,57028.17,53888.30,57303.41,59157.67,55458.97,55821.04,59632.87,61864.89,58183.40,61027.44
1454,207,24.0,56769.57,53770.55,57290.64,58103.88,56103.19,54949.86,61619.60,62751.31,57820.54,61504.82
1455,207,24.0,55224.83,51077.47,56800.46,59555.61,56093.73,54173.20,58403.22,62568.33,59211.98,60980.87
1456,208,24.0,49117.52,44570.64,54012.90,54359.36,54803.78,50447.18,56512.38,57841.37,55253.68,54082.35
1457,208,24.0,49059.24,43921.82,50603.13,51293.60,52282.39,48477.17,54623.46,53959.77,53254.66,52594.70
1458,208,24.0,57561.69,51241.18,57630.07,57431.83,57474.26,53903.63,61454.94,57299.83,57274.72,58036.57
1459,208,24.0,59580.29,51984.17,58969.89,57295.72,58981.19,52935.66,61179.29,59828.44,58710.98,58398.12
1460,208,24.0,57507.22,53250.49,57151.43,57833.67,58166.04,55132.28,59821.98,60533.30,61205.83,59114.24
1461,208,24.0,56013.01,52343.08,58048.80,58184.38,56719.39,53862.57,60347.85,60408.65,61653.99,58638.06
1462,208,24.0,57507.07,51378.11,57250.91,60297.19,55593.73,52805.79,60777.92,59850.80,59618.70,57919.05
1463,209,24.0,51774.73,46673.96,55647.30,54570.87,54524.23,52287.07,57734.38,54028.41,56628.17,53767.53
1464,209,24.0,48319.49,44551.19,52549.89,51711.46,50371.31,49581.44,53895.67,48706.55,51575.19,53134.94
1465,209,24.0,56676.29,51633.91,60730.13,56700.61,54568.47,57081.70,58287.95,56923.53,57840.69,59153.37
1466,209,24.0,58313.84,53494.98,61797.09,56489.38,55715.78,57811.29,61508.97,57618.27,57877.04,58205.49
1467,209,24.0,59742.48,53925.20,60884.02,58037.35,57204.98,55034.61,60638.17,58822.96,58663.85,58209.02
1468,209,24.0,59211.57,54234.70,61042.17,56792.57,59038.80,56264.10,59855.66,58428.82,57178.65,60180.20
1469,209,24.0,56598.49,54298.18,61384.20,57549.32,56565.84,57540.99,59865.30,58493.13,56572.91,58511.00
1470,210,24.0,54632.33,51224.90,56346.76,53354.84,54564.07,53714.40,54761.78,51259.01,54773.58,56472.00
1471,210,24.0,51502.21,49441.92,52894.95,47911.94,51457.24,51534.67,55584.90,48278.46,52395.40,53255.70
1472,210,24.0,56801.63,54977.78,58290.04,56022.93,55796.14,58588.61,60005.38,57189.11,56106.57,60083.60
1473,210,24.0,57469.81,55735.84,58461.82,55314.99,56834.81,58789.40,58118.58,58731.17,56626.46,59343.99
1474,210,24.0,56967.77,55021.62,59233.21,57212.08,56567.62,56503.81,57823.17,59297.66,56646.65,60502.43
1475,210,24.0,57875.29,54923.63,58575.71,55768.35,57758.55,57293.09,59441.96,60586.49,56476.18,60932.47
1476,210,24.0,58373.47,55142.03,59492.32,55549.69,55681.76,55814.22,58693.99,60110.74,57637.06,58869.55
1477,211,24.0,56587.67,51758.17,53974.08,51864.15,51476.20,50996.17,55816.24,55024.10,56843.47,56535.15
1478,211,24.0,53383.70,50284.35,51919.94,49329.34,48035.15,49831.81,53331.24,52703.83,53437.34,54166.07
1479,211,24.0,58262.18,55417.21,58723.49,55352.08,50901.40,56097.06,61556.91,59814.30,58360.96,61998.53
1480,211,24.0,61018.91,56124.55,58741.70,55515.19,53063.09,57857.68,60696.81,60108.39,56455.98,62802.29
1481,211,24.0,59811.63,56090.66,58376.53,57793.08,55537.60,54307.83,60805.76,61059.61,56807.59,61387.11
1482,211,24.0,62916.49,56785.10,57987.02,57444.02,54177.29,57449.63,59458.41,63036.95,57295.04,62447.94
1483,211,24.0,60486.51,56644.36,57148.75,56714.06,56943.65,57908.07,61082.95,62578.31,56047.31,63593.44
1484,212,24.0,57230.25,52588.30,56770.73,51546.30,51500.29,51929.84,56636.78,57781.11,54703.53,57750.88
1485,212,24.0,53785.68,51344.14,54698.30,50404.98,49418.63,51208.22,55530.40,55363.31,52301.81,55080.74
1486,212,24.0,61207.46,58441.17,59728.22,54928.97,56978.45,58043.12,60346.58,61628.21,60853.42,62072.49
1487,212,24.0,61127.71,59328.77,59579.21,55339.98,56968.14,58106.71,59858.86,63602.70,59914.55,63375.65
1488,212,24.0,60365.06,60026.26,60133.79,56143.43,56224.40,58286.80,61855.88,60644.21,59901.88,62170.18
1489,212,24.0,59933.61,60708.42,60729.20,56285.04,56710.06,59713.66,64217.05,63442.89,61845.55,63398.80
1490,212,24.0,63096.48,61607.77,61763.61,54407.02,56106.64,58800.26,63344.73,63224.81,60963.54,61727.80
1491,213,24.0,58581.28,52577.15,55879.95,53400.39,52747.78,56365.79,59398.98,56249.67,56082.17,57438.85
1492,213,24.0,55996.32,48831.53,53538.26,50192.53,50870.96,53820.89,56854.28,52243.01,51870.53,55822.28
1493,213,24.0,64284.35,53996.46,61214.20,57551.76,56978.17,60930.86,61263.97,59320.08,57205.35,63911.10
1494,213,24.0,65679.28,52862.55,59524.04,57800.48,55526.43,62492.79,62768.19,59118.13,57873.52,62954.10
1495,213,24.0,64300.40,51220.49,57482.95,58177.79,58466.25,61606.33,63040.83,60388.78,59993.79,64565.89
1496,213,24.0,64063.57,53384.88,58289.14,58131.15,55567.74,58756.93,62200.01,61174.31,59530.28,66473.21
1497,213,24.0,64620.31,51471.38,60334.38,57769.88,57851.38,59867.39,62304.00,61709.02,60528.53,67299.70
1498,214,24.0,58225.58,47167.93,55819.80,58033.64,55242.44,57887.78,60192.75,51179.42,55806.41,61895.11
1499,214,24.0,56063.45,45532.11,52343.96,56396.07,54659.70,55079.33,58606.00,51130.36,53269.37,58840.04
1500,214,24.0,63562.36,52503.13,61148.08,61099.35,60440.17,60673.20,64865.16,57794.68,62837.33,67302.62
1501,214,24.0,62399.23,54958.26,61737.33,60402.30,62296.42,58834.78,66289.76,59783.84,62291.81,66689.36
1502,214,24.0,65039.36,55529.88,63348.91,61508.55,61999.07,61674.93,68197.61,59922.08,61893.81,65421.91
1503,214,24.0,64287.51,56617.13,62991.47,60231.81,62252.02,62030.05,69592.41,61110.57,64755.97,67298.87
1504,214,24.0,61366.52,56846.74,62284.55,60901.65,62823.70,62752.64,71958.45,61867.23,64893.15,69715.77
1505,215,24.0,59094.41,49711.36,59347.67,57709.45,62274.50,62081.04,68448.88,52602.63,59608.35,62650.45
1506,215,24.0,55813.17,48402.77,55314.94,57186.48,59595.29,60460.87,63160.49,49559.55,57627.34,59681.54
1507,215,24.0,61245.41,56007.43,60793.12,61111.09,65227.36,63601.55,68687.73,58547.27,62775.52,68610.82
1508,215,24.0,64279.46,58417.48,61232.92,60529.88,67312.39,64218.37,71415.35,61945.28,64341.44,64702.00
1509,215,24.0,61641.83,58898.94,62135.73,61470.24,67590.93,57966.31,67172.30,61862.89,65859.41,67528.59
1510,215,24.0,58687.66,59399.77,61513.52,62372.34,67360.07,60823.69,66297.08,62358.77,63523.39,64237.24
1511,215,24.0,57028.21,58815.78,64627.72,64057.33,66179.54,63477.08,68080.54,64209.55,65474.50,65870.02
1512,216,24.0,52937.42,56213.85,60061.59,62968.43,65473.70,58921.15,67967.63,56650.82,63692.16,59308.21
1513,216,24.0,56241.52,53845.50,56279.43,62011.49,65452.45,61041.22,65450.33,55220.61,63784.05,53635.19
1514,216,24.0,67464.20,62628.43,64851.32,66759.29,70730.15,70752.38,75032.52,61792.19,69391.95,63374.00
1515,216,24.0,67940.56,65985.45,69362.99,66396.63,68279.14,73928.66,74929.00,63954.72,70700.02,64789.85
1516,216,24.0,69162.74,67115.84,66689.20,66246.82,68575.71,74026.27,73174.71,63404.42,69933.64,65409.36
1517,216,24.0,66530.98,68098.03,66362.97,65863.26,66390.74,73525.93,73950.89,63988.89,69243.79,65003.85
1518,216,24.0,67432.29,66879.96,69798.25,65105.98,65656.69,71309.95,71972.50,64187.14,66171.83,66093.90
1519,217,24.0,64036.96,61587.14,60796.74,61748.30,57711.99,70510.59,61770.55,58320.57,59596.19,61767.88
1520,217,24.0,61771.41,57783.36,60248.49,60529.38,54900.71,69741.11,56810.58,56416.36,58616.14,60526.59
1521,217,24.0,66029.35,63765.77,66890.02,66660.51,62363.24,72471.16,62800.54,63999.58,68492.52,69597.47
1522,217,24.0,65493.73,65194.77,68143.63,66643.62,62619.30,72131.45,65697.16,65444.55,67012.00,71882.88
1523,217,24.0,59735.13,59663.69,62557.09,62801.14,56311.15,70499.98,58184.54,61931.88,61479.98,64881.60
1524,217,24.0,65259.21,64515.37,68361.38,64925.03,63739.83,71057.00,67690.75,67758.70,65323.21,71917.96
1525,217,24.0,64639.83,64493.77,70792.41,68656.82,64059.94,71061.42,66540.53,69920.01,66439.00,73719.76
1526,218,24.0,63116.10,59270.38,67427.38,65281.62,61063.94,66257.24,59404.70,65187.54,67494.84,64353.41
1527,218,24.0,61256.53,55934.98,65633.04,64498.59,60118.83,63138.07,57642.81,65353.91,65710.00,62198.17
1528,218,24.0,67619.77,64352.64,72677.77,72841.02,65187.64,69926.81,64065.76,68395.11,68451.90,70805.64
1529,218,24.0,68011.66,65634.26,73890.02,72597.23,66306.76,72280.29,63032.99,67030.12,69903.67,71342.65
1530,218,24.0,69457.11,65324.35,74691.17,74997.22,67268.22,72291.34,62941.38,68368.33,68567.32,73781.79
1531,218,24.0,68803.52,66468.58,74653.61,73569.21,67506.22,73362.13,63107.69,71615.64,69829.06,73226.79
1532,218,24.0,68437.72,67933.31,75232.14,72021.99,66937.01,72903.87,66529.18,71900.93,69316.62,76211.51
1533,219,24.0,65962.57,62816.27,68272.63,69565.64,62692.93,64963.29,62862.62,64782.51,66800.77,67785.26
1534,219,24.0,64281.69,61560.25,70557.74,72929.41,62258.09,62108.40,61936.39,60097.69,63390.83,67093.31
1535,219,24.0,67961.72,70020.32,75591.49,73235.63,69336.75,71030.17,68669.41,65928.38,68457.15,77379.92
1536,219,24.0,68887.24,70619.18,75116.57,71442.42,71592.11,72619.90,70589.89,65641.81,71552.33,77938.94
1537,219,24.0,66983.24,72628.45,76465.36,69386.06,71219.15,73021.29,71638.39,65147.99,68054.13,73757.03
1538,219,24.0,69045.56,70727.60,74229.84,69327.40,72200.33,74277.04,73820.32,64418.84,68108.60,70859.69
1539,219,24.0,65613.94,73759.11,73430.00,73549.12,72681.06,75766.15,75602.72,64772.89,69869.90,70397.78
1540,220,24.0,62912.12,70355.08,69573.05,67253.97,67778.08,70425.03,68124.40,57938.15,64272.27,66763.68
1541,220,24.0,63219.51,66539.57,67336.00,64365.30,64723.42,68272.26,66250.75,58245.90,62098.19,65757.47
1542,220,24.0,69108.34,68003.67,72528.21,68981.96,68464.07,73525.25,74711.59,66279.79,68537.01,71930.92
1543,220,24.0,71114.27,69489.93,72771.38,71821.16,68096.79,77122.48,74138.34,72642.01,71800.53,75590.02
1544,220,24.0,71857.89,70894.66,71927.59,72802.31,68706.50,78078.09,71191.17,73877.37,71186.67,73898.79
1545,220,24.0,71729.33,69029.27,70616.88,72030.39,68772.06,80143.89,72351.50,76715.34,71556.67,75316.74
1546,220,24.0,71402.35,69138.59,69492.65,79380.84,67371.31,80075.98,73109.86,76874.88,68915.57,74621.84
1547,221,24.0,69957.27,73387.22,68035.58,78118.67,64394.28,76245.96,72962.76,70595.14,67884.42,67271.44
1548,221,24.0,69025.89,69946.47,66615.41,76214.97,62647.92,71456.36,70853.29,68972.36,65128.77,65305.29
1549,221,24.0,72550.24,72055.49,74144.95,77504.99,71198.74,74271.94,74868.52,77816.80,74612.61,74513.07
1550,221,24.0,72401.61,70243.88,72203.54,77372.08,71109.91,72923.88,75913.36,79081.38,74627.01,75698.72
